player_name,player_id,min_tourn_date,max_tourn_date,total_matches
Aneliya Kairlenova,206014,2010-07-26 00:00:00,2010-07-26 00:00:00,1
Anessa Lee,221910,2019-03-11 00:00:00,2019-03-11 00:00:00,1
Anet Angelika Koskel,222381,2019-07-15 00:00:00,2022-08-08 00:00:00,54
Aneta Dvorakova,211340,2011-08-29 00:00:00,2011-08-29 00:00:00,1
Aneta Kladivova,215166,2015-05-11 00:00:00,2022-12-05 00:00:00,153
Aneta Kulhankova,221516,2019-05-06 00:00:00,2022-09-12 00:00:00,10
Aneta Laboutkova,216186,2016-08-29 00:00:00,2022-12-05 00:00:00,212
Aneta Miksovska,216126,2016-08-01 00:00:00,2016-08-01 00:00:00,1
Aneta Soukup,203975,1993-08-02 00:00:00,2005-05-30 00:00:00,120
Aneta Turaj,208642,2004-06-14 00:00:00,2004-06-14 00:00:00,1
Anete Bandere,208217,2002-02-11 00:00:00,2002-04-13 00:00:00,5
Anett Kaasik,208323,2003-03-31 00:00:00,2007-04-19 00:00:00,42
Anett Kontaveit,204426,2010-08-02 00:00:00,2022-10-03 00:00:00,581
Anett Schutting,205883,2007-04-18 00:00:00,2010-08-09 00:00:00,34
Anette Munozova,206228,2011-04-25 00:00:00,2019-10-28 00:00:00,177
Anezka Makovickova,209659,2007-05-28 00:00:00,2007-05-28 00:00:00,1
Anfisa Danilchenko,220697,2017-09-11 00:00:00,2022-09-26 00:00:00,47
Ange Hermine Jessica Ndjayeno Gemegah,223247,2014-04-07 00:00:00,2014-04-07 00:00:00,1
Ange Oby Kajuru,216320,2016-10-10 00:00:00,2022-09-26 00:00:00,77
Angel Cobbs,203635,1985-09-30 00:00:00,1988-07-25 00:00:00,19
Angel Macleod,216337,2016-10-17 00:00:00,2017-10-16 00:00:00,2
Angel Saleh,214355,2014-03-31 00:00:00,2014-03-31 00:00:00,1
Angela Ahtemenciuc,208051,2001-01-29 00:00:00,2001-01-29 00:00:00,1
Angela Arean,207802,1997-08-11 00:00:00,2000-07-17 00:00:00,4
Angela Assal,211724,2012-06-25 00:00:00,2012-06-25 00:00:00,1
Angela Bernal,217279,1995-11-13 00:00:00,1995-11-13 00:00:00,3
Angela Bonilla,222447,2019-07-29 00:00:00,2019-12-02 00:00:00,7
Angela Buergis,204205,1995-06-12 00:00:00,1999-06-14 00:00:00,54
Angela Cardoso,201958,1996-04-30 00:00:00,2002-06-17 00:00:00,45
Angela Charles Alfred,214249,2014-01-06 00:00:00,2016-01-11 00:00:00,3
Angela Cui,260393,2022-07-18 00:00:00,2022-10-31 00:00:00,10
Angela Diez Plagaro,216112,2016-07-18 00:00:00,2019-07-29 00:00:00,6
Angela Dorsey,231291,1983-09-19 00:00:00,1986-07-21 00:00:00,3
Angela Fita Boluda,214236,2013-12-02 00:00:00,2022-11-14 00:00:00,246
Angela Garcia Mosquera,208035,2001-11-26 00:00:00,2001-11-26 00:00:00,1
Angela Geib,204786,1993-09-06 00:00:00,1996-11-18 00:00:00,45
Angela Han,236046,1993-02-01 00:00:00,1993-02-01 00:00:00,1
Angela Haynes,201376,2002-01-07 00:00:00,2010-06-07 00:00:00,394
Angela Juarez Blanco,220565,2017-07-17 00:00:00,2021-07-19 00:00:00,6
Angela Kerek,201723,1988-10-31 00:00:00,1996-07-08 00:00:00,227
Angela Kulikov,218226,2019-07-01 00:00:00,2022-05-02 00:00:00,17
Angela Lawrence,236349,1995-03-06 00:00:00,1995-03-13 00:00:00,3
Angela Lazic,260950,2022-10-31 00:00:00,2022-10-31 00:00:00,1
Angela Lettiere,201278,1989-06-05 00:00:00,1996-10-21 00:00:00,70
Angela Leweurs,213859,2013-07-15 00:00:00,2015-10-26 00:00:00,53
Angela Longo,212413,1982-02-11 00:00:00,1984-07-15 00:00:00,6
Angela Lorenzo Garrido,211119,2011-05-30 00:00:00,2013-07-15 00:00:00,7
Angela Maria Basto Parra,221502,2018-12-03 00:00:00,2018-12-03 00:00:00,1
Angela Marnika,239111,2021-05-17 00:00:00,2021-05-17 00:00:00,1
Angela Perez Barro,239116,2021-05-17 00:00:00,2021-05-24 00:00:00,2
Angela Piedrahita,207829,2000-11-11 00:00:00,2004-09-20 00:00:00,15
Angela Rinaldi,219685,2017-06-26 00:00:00,2017-06-26 00:00:00,1
Angela Ruchin,207380,1998-05-05 00:00:00,1998-05-05 00:00:00,1
Angela Szymanowski,206489,1998-10-07 00:00:00,1999-02-01 00:00:00,2
Angela Tejedor Espinosa,211957,2012-11-19 00:00:00,2012-11-19 00:00:00,1
Angela Walker,201910,1979-01-29 00:00:00,1983-09-26 00:00:00,69
Angela Werschel,209047,2005-07-18 00:00:00,2005-07-18 00:00:00,1
Angela Ximenez,229396,1980-04-07 00:00:00,1980-04-07 00:00:00,1
Angele Devaux,222151,2019-05-20 00:00:00,2019-09-23 00:00:00,4
Angeles De Los Rios,210978,2010-11-15 00:00:00,2012-10-22 00:00:00,4
Angeles Maria Cueto,236965,2021-03-22 00:00:00,2021-03-29 00:00:00,3
Angeles Montolio,200106,1990-11-05 00:00:00,2003-09-29 00:00:00,484
Angeles Moreno Barranquero,216406,2016-11-07 00:00:00,2020-03-02 00:00:00,75
Angeles Rodriguez Rizo,260355,2022-07-11 00:00:00,2022-07-11 00:00:00,1
Angelica Blake,222367,2019-07-15 00:00:00,2022-08-22 00:00:00,14
Angelica Chavez,205358,2005-10-17 00:00:00,2008-10-27 00:00:00,38
Angelica E Karlsson Hantzis,216281,2016-09-26 00:00:00,2016-09-26 00:00:00,1
Angelica Gavaldon,200013,1988-08-01 00:00:00,2000-04-17 00:00:00,357
Angelica Karlsson Hantzis,260625,2022-09-05 00:00:00,2022-09-05 00:00:00,1
Angelica Maria Ochoa Martinez,214056,2013-10-14 00:00:00,2020-03-09 00:00:00,6
Angelica Maria Torres,204358,2009-11-02 00:00:00,2011-02-14 00:00:00,6
Angelica Moratelli,206027,2010-07-12 00:00:00,2022-11-28 00:00:00,498
Angelica Raggi,216051,2016-06-20 00:00:00,2022-11-07 00:00:00,199
Angelica Sepulveda,211037,2011-01-24 00:00:00,2011-01-24 00:00:00,1
Angelica Torres,208829,2004-09-13 00:00:00,2004-09-13 00:00:00,1
Angelika Aliev,209552,2006-11-20 00:00:00,2010-10-18 00:00:00,21
Angelika Bachmann,200776,1995-08-14 00:00:00,2009-05-25 00:00:00,537
Angelika Jogasuria,205354,2005-09-19 00:00:00,2006-11-06 00:00:00,4
Angelika Johanna Fenyves,261125,2022-12-12 00:00:00,2022-12-12 00:00:00,1
Angelika Kanellopoulou,201017,1981-11-09 00:00:00,1991-07-26 00:00:00,251
Angelika Roesch,201333,1995-05-15 00:00:00,2010-07-05 00:00:00,593
Angelika Schadler,212401,1996-03-25 00:00:00,2000-04-01 00:00:00,12
Angelika Shapovalova,222599,2019-09-09 00:00:00,2022-07-11 00:00:00,66
Angeliki Dermitzaki Lambropoulou,222166,2019-05-27 00:00:00,2019-05-27 00:00:00,1
Angeliki Kairi,211197,2011-05-30 00:00:00,2017-04-03 00:00:00,81
Angelina Daniukova,223070,2020-01-13 00:00:00,2020-01-20 00:00:00,2
Angelina Fedorova,215070,2015-03-30 00:00:00,2015-03-30 00:00:00,1
Angelina Folts,221323,2018-09-17 00:00:00,2019-04-15 00:00:00,2
Angelina Gabueva,203236,2005-07-18 00:00:00,2022-09-19 00:00:00,376
Angelina Gordienko,210488,2009-10-05 00:00:00,2015-04-20 00:00:00,26
Angelina Graovac,221392,2018-10-08 00:00:00,2022-12-19 00:00:00,88
Angelina Hernandez,261075,2022-11-28 00:00:00,2022-11-28 00:00:00,1
Angelina Jogasuria,205352,2005-11-07 00:00:00,2007-05-14 00:00:00,5
Angelina Kholikulova,214395,2014-04-28 00:00:00,2014-04-28 00:00:00,1
Angelina Klimova,211155,2011-06-06 00:00:00,2013-01-07 00:00:00,2
Angelina Ledovskaya,208657,2004-06-28 00:00:00,2004-06-28 00:00:00,1
Angelina Melki,216387,2016-10-31 00:00:00,2016-10-31 00:00:00,1
Angelina Mihajlovic,260577,2022-08-15 00:00:00,2022-08-15 00:00:00,1
Angelina Minova,208453,2003-05-19 00:00:00,2003-05-19 00:00:00,1
Angelina Mysakova,223313,2020-03-09 00:00:00,2020-03-09 00:00:00,1
Angelina Osminkina,223112,2020-01-20 00:00:00,2020-01-20 00:00:00,1
Angelina Petrova,235536,1991-09-02 00:00:00,1994-09-26 00:00:00,8
Angelina Salihbaeva,211084,2011-04-18 00:00:00,2011-04-18 00:00:00,1
Angelina Shakhraychuk,214744,2014-07-21 00:00:00,2019-10-14 00:00:00,44
Angelina Skidanova,211972,2012-11-26 00:00:00,2015-10-19 00:00:00,15
Angelina Subotic,221874,2019-02-11 00:00:00,2020-02-24 00:00:00,8
Angelina Voloshchuk,259794,2022-02-07 00:00:00,2022-10-17 00:00:00,9
Angelina Wirges,220493,2017-06-19 00:00:00,2022-11-28 00:00:00,104
Angelina Zdorovitskaia,204669,1993-10-04 00:00:00,2015-04-06 00:00:00,16
Angelina Zhuravleva,211876,2012-08-20 00:00:00,2022-01-17 00:00:00,193
Angeline Devi Devanthiran,215122,2015-04-17 00:00:00,2015-05-18 00:00:00,2
Angelique Kerber,201493,2003-05-05 00:00:00,2022-06-27 00:00:00,1018
Angelique Lodewyks,234932,1990-01-29 00:00:00,1990-06-11 00:00:00,9
Angelique Olivier,201057,1990-03-26 00:00:00,1998-11-16 00:00:00,223
Angelique Svinos,206357,2012-02-27 00:00:00,2018-07-30 00:00:00,109
Angelique Van Der Meet,205877,2008-06-23 00:00:00,2014-06-30 00:00:00,156
Angelique Widjaja,201327,1999-04-12 00:00:00,2006-10-09 00:00:00,211
Angella Okutoyi,222454,2019-08-05 00:00:00,2022-11-21 00:00:00,19
Angella Raman,213616,2013-04-22 00:00:00,2016-11-14 00:00:00,8
Anggi Dwi Hidayati,222247,2019-06-17 00:00:00,2019-06-17 00:00:00,1
Anggrenny Oky Suconong,205795,2006-05-01 00:00:00,2009-04-27 00:00:00,4
Angie Bong Jan Thong,222279,2019-06-24 00:00:00,2019-06-24 00:00:00,1
Angie Carolina Yepes Medina,216350,2016-10-24 00:00:00,2020-01-20 00:00:00,24
Angie Ealy,213340,1990-10-01 00:00:00,1994-10-10 00:00:00,48
Angie Hickman,232462,1986-04-21 00:00:00,1987-07-06 00:00:00,2
Angie Laporal,215772,2016-01-18 00:00:00,2016-01-18 00:00:00,1
Angie Marik,204478,1990-11-19 00:00:00,2000-01-17 00:00:00,152
Angie Minissian,229629,1980-07-21 00:00:00,1980-07-21 00:00:00,1
Angie Solorzano,210094,2008-09-08 00:00:00,2008-09-08 00:00:00,1
Angie Torres,210949,2010-11-01 00:00:00,2010-11-01 00:00:00,1
Angie Wilkinson,208203,2002-01-28 00:00:00,2002-01-28 00:00:00,1
Angie Williams,234425,1989-09-18 00:00:00,1989-09-18 00:00:00,1
Angie Woolcock,203642,1988-03-14 00:00:00,1996-01-15 00:00:00,227
Anhelina Kalinina,211843,2012-09-10 00:00:00,2022-12-12 00:00:00,432
Anhelina Kalita,219638,2017-06-12 00:00:00,2021-05-31 00:00:00,33
Anhzelika Isaeva,214975,2014-12-01 00:00:00,2022-10-24 00:00:00,192
Ani Amiraghyan,206060,2009-08-03 00:00:00,2022-04-25 00:00:00,266
Ani Atanasova,260107,2022-05-23 00:00:00,2022-10-31 00:00:00,3
Ani Gelats,229456,1980-05-11 00:00:00,1980-05-11 00:00:00,1
Ani Gogvadze,206287,2011-03-28 00:00:00,2012-10-22 00:00:00,14
Ani Mijacika,202438,2003-03-10 00:00:00,2018-06-04 00:00:00,253
Ani Safaryan,214622,2014-02-07 00:00:00,2014-02-07 00:00:00,1
Ani Vangelova,202691,2009-09-07 00:00:00,2022-11-28 00:00:00,435
Ani Zeikidze,239121,2021-05-17 00:00:00,2021-07-12 00:00:00,2
Ania Hertel,215971,2016-05-23 00:00:00,2022-12-12 00:00:00,107
Anica Stabel,220995,2018-01-22 00:00:00,2018-01-22 00:00:00,1
Anica Wuensche,208735,2004-09-06 00:00:00,2006-09-04 00:00:00,3
Aniela Mojzis,204643,1997-12-01 00:00:00,2000-10-30 00:00:00,20
Anik Cepeda,210903,2010-10-04 00:00:00,2010-10-04 00:00:00,1
Anika Jaskova,222637,2019-09-09 00:00:00,2022-11-28 00:00:00,92
Anika Lemus Maldonado,256676,2021-11-22 00:00:00,2022-05-16 00:00:00,5
Anika Seneviratne,221852,2018-02-06 00:00:00,2018-02-09 00:00:00,3
Anika Yarlagadda,220549,2017-07-24 00:00:00,2017-07-24 00:00:00,1
Aniko Kapros,201317,1998-08-11 00:00:00,2010-08-30 00:00:00,356
Anina Lanz,260658,2022-08-29 00:00:00,2022-08-29 00:00:00,1
Anine Cornelius Lovdal,209438,2006-07-24 00:00:00,2006-07-24 00:00:00,1
Anine Wilberg,222875,2019-10-21 00:00:00,2019-10-21 00:00:00,1
Anique Snijders,201939,1990-09-24 00:00:00,1997-01-27 00:00:00,204
Anisoara Popescu,208671,2004-05-31 00:00:00,2004-06-07 00:00:00,2
Anissa Groves,203633,1987-03-30 00:00:00,1988-01-11 00:00:00,3
Anita Aggarwal,212803,1991-07-19 00:00:00,1991-07-20 00:00:00,2
Anita Bertoloni,222395,2019-07-22 00:00:00,2022-03-07 00:00:00,68
Anita Buggins,207462,1994-01-31 00:00:00,1999-08-30 00:00:00,10
Anita Csendes,207877,2001-05-28 00:00:00,2001-10-01 00:00:00,11
Anita Falcon,231656,1984-07-02 00:00:00,1984-10-22 00:00:00,5
Anita Futacs,233490,1988-06-06 00:00:00,1989-05-29 00:00:00,15
Anita Gavran,222069,2019-05-06 00:00:00,2019-05-06 00:00:00,1
Anita Husaric,210271,2009-05-04 00:00:00,2022-09-26 00:00:00,269
Anita Hutellier,216003,2016-06-06 00:00:00,2016-06-06 00:00:00,1
Anita Ivancevic,207870,2001-05-21 00:00:00,2001-05-21 00:00:00,1
Anita Kanter,225712,1968-05-06 00:00:00,1968-05-06 00:00:00,1
Anita Kurimay,204650,1994-05-09 00:00:00,1997-03-31 00:00:00,68
Anita Loyola,212828,2001-07-30 00:00:00,2001-07-30 00:00:00,1
Anita May,227706,1970-09-21 00:00:00,1970-09-21 00:00:00,1
Anita Paliiska,205430,2006-09-11 00:00:00,2006-10-02 00:00:00,2
Anita Perez Flor,211513,2011-12-05 00:00:00,2014-09-01 00:00:00,4
Anita Plate,227635,1970-04-20 00:00:00,1970-04-20 00:00:00,1
Anita Platt,223962,1969-09-22 00:00:00,1969-09-22 00:00:00,1
Anita Platte,224624,1969-04-21 00:00:00,1970-01-26 00:00:00,5
Anita Safronenka,213914,2013-08-05 00:00:00,2014-07-28 00:00:00,14
Anita Sahdiieva,221370,2018-10-01 00:00:00,2022-11-14 00:00:00,41
Anita Summers,223459,1970-03-22 00:00:00,1981-11-25 00:00:00,10
Anita Van Deventer,201122,1967-12-25 00:00:00,1969-09-11 00:00:00,30
Anja Bebic,215220,2015-05-18 00:00:00,2015-05-18 00:00:00,1
Anja Bechinger,233540,1988-07-04 00:00:00,1988-07-04 00:00:00,1
Anja Dokic,213540,2013-03-04 00:00:00,2014-04-07 00:00:00,3
Anja Draskovic,215864,2017-10-16 00:00:00,2020-10-26 00:00:00,20
Anja Elsen,206524,1996-08-12 00:00:00,1996-08-12 00:00:00,1
Anja Franken,204775,1991-07-29 00:00:00,1994-05-16 00:00:00,69
Anja Gal,220463,2017-06-12 00:00:00,2019-09-23 00:00:00,20
Anja Kistner,233539,1988-07-04 00:00:00,1990-10-22 00:00:00,8
Anja Koell,211339,2011-08-29 00:00:00,2012-07-23 00:00:00,2
Anja Kostecki,206890,1993-06-07 00:00:00,1996-01-29 00:00:00,28
Anja Margetic,206552,1998-09-28 00:00:00,2001-04-30 00:00:00,7
Anja Michailoff,232897,1987-01-12 00:00:00,1990-01-22 00:00:00,13
Anja Nayar,259885,2022-03-28 00:00:00,2022-11-21 00:00:00,13
Anja Nowak,210167,2008-11-24 00:00:00,2008-11-24 00:00:00,1
Anja Petkovic,253668,2021-11-01 00:00:00,2022-10-31 00:00:00,20
Anja Pfister,239115,2021-05-17 00:00:00,2022-08-22 00:00:00,4
Anja Poglajen,205447,2006-05-15 00:00:00,2008-08-04 00:00:00,39
Anja Prislan,203546,2005-03-07 00:00:00,2013-11-04 00:00:00,216
Anja Stankovic,244087,2021-08-16 00:00:00,2022-09-19 00:00:00,9
Anja Tragardh,207664,1996-01-23 00:00:00,1996-06-24 00:00:00,3
Anja Vanessa Peter,205487,2004-11-01 00:00:00,2007-07-30 00:00:00,19
Anja Wildgruber,222668,2019-09-16 00:00:00,2022-10-24 00:00:00,142
Anjali Rathi,259761,2022-02-07 00:00:00,2022-12-19 00:00:00,18
Anjali Thakur,215221,2015-05-18 00:00:00,2015-05-18 00:00:00,1
Anjana Kompally,212023,2012-12-03 00:00:00,2013-10-07 00:00:00,11
Anjana Suresh,214456,2014-05-19 00:00:00,2020-03-09 00:00:00,43
Anjani Maheshkumar,260665,2022-09-12 00:00:00,2022-12-26 00:00:00,10
Anjelika Vlasenkova,214947,2014-11-03 00:00:00,2014-11-03 00:00:00,1
Anjuri Nagalia,208354,2003-04-14 00:00:00,2003-04-14 00:00:00,1
Anjy Fahmy,212400,1986-07-20 00:00:00,1986-07-20 00:00:00,1
Anke Huber,200081,1988-11-21 00:00:00,2001-10-30 00:00:00,678
Anke Marchl,213139,1987-07-27 00:00:00,1993-06-28 00:00:00,94
Anke Poncelet,211808,2012-08-13 00:00:00,2016-06-20 00:00:00,17
Anke Roos,207034,1995-08-14 00:00:00,1998-08-05 00:00:00,28
Anke Wiedenhorn,228844,1979-02-19 00:00:00,1980-03-10 00:00:00,2
Ankita Bhambri,202326,2000-10-23 00:00:00,2009-06-22 00:00:00,283
Ankita Bhatia,210229,2009-01-26 00:00:00,2011-06-13 00:00:00,5
Ankita Raina,206102,2009-05-18 00:00:00,2022-12-19 00:00:00,616
Anlin Xie,260096,2022-05-30 00:00:00,2022-11-07 00:00:00,16
Ann Akasha Ceuca,261097,2022-12-05 00:00:00,2022-12-12 00:00:00,10
Ann Beames,223838,1969-07-07 00:00:00,1970-07-06 00:00:00,3
Ann Birchall,225375,1975-03-28 00:00:00,1979-07-16 00:00:00,4
Ann Bostrom,224842,1968-07-08 00:00:00,1974-07-15 00:00:00,3
Ann Bradshaw,233059,1987-10-25 00:00:00,1987-10-25 00:00:00,1
Ann Cameron,234325,1989-06-12 00:00:00,1994-07-26 00:00:00,99
Ann Charlotte Dahlberg,223769,1971-07-05 00:00:00,1973-09-03 00:00:00,6
Ann Christin Nilsson,211761,2012-07-02 00:00:00,2015-03-30 00:00:00,4
Ann Daunic,223981,1969-02-14 00:00:00,1969-02-14 00:00:00,1
Ann Derone,233060,1987-10-25 00:00:00,1987-10-25 00:00:00,1
Ann Devries,200484,1985-09-30 00:00:00,1994-06-06 00:00:00,214
Ann Devries,236264,1994-05-09 00:00:00,1995-11-13 00:00:00,3
Ann Dielen,226203,1972-07-03 00:00:00,1974-04-22 00:00:00,2
Ann Doherty,223471,1980-01-28 00:00:00,1980-01-28 00:00:00,1
Ann Dunbar,226191,1970-09-07 00:00:00,1974-03-18 00:00:00,2
Ann Ehrmann,216766,1987-05-18 00:00:00,1994-05-16 00:00:00,7
Ann Etheredge,203864,1975-07-07 00:00:00,1988-06-13 00:00:00,17
Ann Flint,202210,1970-02-20 00:00:00,1980-11-10 00:00:00,6
Ann Gabriel,200995,1981-11-09 00:00:00,1985-09-16 00:00:00,78
Ann Garbay,203792,1980-03-19 00:00:00,1986-05-26 00:00:00,2
Ann Grossman,200595,1987-09-01 00:00:00,1998-08-31 00:00:00,430
Ann Henricksson,200464,1980-01-27 00:00:00,1994-11-07 00:00:00,586
Ann Hulbert,201951,1983-01-10 00:00:00,1987-04-20 00:00:00,77
Ann Jenkins,200169,1968-01-19 00:00:00,1968-01-19 00:00:00,1
Ann Jones,200193,1968-03-04 00:00:00,1983-05-30 00:00:00,350
Ann Kathrin Gerk,208215,2002-09-16 00:00:00,2004-02-16 00:00:00,4
Ann Kathrin Schmitz,210746,2010-08-16 00:00:00,2015-11-09 00:00:00,9
Ann Kathrin Wind,210589,2010-01-25 00:00:00,2014-06-09 00:00:00,4
Ann Keegan,223584,1968-07-08 00:00:00,1974-07-08 00:00:00,8
Ann Kiyomura Hayashi,200275,1968-04-29 00:00:00,1985-02-18 00:00:00,443
Ann Koger,226283,1973-01-16 00:00:00,1974-01-28 00:00:00,17
Ann Lebedeff,200232,1968-01-29 00:00:00,1972-09-18 00:00:00,46
Ann Lentz,224951,1969-01-20 00:00:00,1969-01-20 00:00:00,1
Ann Li,215983,2016-05-30 00:00:00,2022-11-21 00:00:00,229
Ann Madden,223818,1970-03-22 00:00:00,1970-03-22 00:00:00,1
Ann Marie Modric,208943,2005-05-09 00:00:00,2005-05-09 00:00:00,1
Ann Mccloskey,227701,1970-09-07 00:00:00,1970-09-07 00:00:00,1
Ann Moore,201224,1968-07-29 00:00:00,1974-11-14 00:00:00,11
Ann Murphy,224054,1968-02-16 00:00:00,1968-05-27 00:00:00,3
Ann Nall,224519,1968-01-22 00:00:00,1968-01-22 00:00:00,1
Ann Nealon,228048,1969-07-05 00:00:00,1969-07-05 00:00:00,1
Ann Northway,224095,1968-07-15 00:00:00,1968-07-15 00:00:00,1
Ann Paul,224121,1968-10-22 00:00:00,1979-05-28 00:00:00,5
Ann Phillips Moore,200816,1968-04-29 00:00:00,1972-08-15 00:00:00,26
Ann Price,226249,1970-06-25 00:00:00,1974-07-08 00:00:00,5
Ann Rowbotham,224111,1968-08-19 00:00:00,1968-08-19 00:00:00,1
Ann Schneider,224777,1977-03-20 00:00:00,1977-03-20 00:00:00,1
Ann Schroeder,203866,1973-09-17 00:00:00,1979-06-25 00:00:00,12
Ann Simons,212564,1994-04-11 00:00:00,1996-05-12 00:00:00,9
Ann Sophie Porry,214248,2014-01-06 00:00:00,2018-01-08 00:00:00,6
Ann Sophie Rufyikiri,210540,2009-10-26 00:00:00,2009-10-26 00:00:00,1
Ann Stephenson,201750,1993-07-26 00:00:00,1996-01-17 00:00:00,5
Ann Stevens,223719,1968-12-26 00:00:00,1971-03-03 00:00:00,7
Ann Templeton,227655,1969-06-30 00:00:00,1970-06-25 00:00:00,3
Ann Thomas,234951,1990-04-23 00:00:00,1990-05-14 00:00:00,5
Ann Tombie,233697,1988-11-28 00:00:00,1991-11-18 00:00:00,3
Ann Vinto,226658,1973-07-30 00:00:00,1973-07-30 00:00:00,1
Ann Young,224389,1978-05-14 00:00:00,1987-04-06 00:00:00,13
Anna Abadias Morales,210484,2009-10-05 00:00:00,2010-10-25 00:00:00,4
Anna Abimiku,235619,1991-11-18 00:00:00,1991-11-18 00:00:00,1
Anna Abualhaj,216286,2016-09-26 00:00:00,2016-09-26 00:00:00,1
Anna Agamennone,210025,2008-08-04 00:00:00,2011-07-11 00:00:00,4
Anna Aggelopoulou,207211,1998-05-19 00:00:00,1998-09-01 00:00:00,2
Anna Alexeeva,206436,2000-08-07 00:00:00,2007-03-05 00:00:00,21
Anna Amato,208361,2003-05-05 00:00:00,2004-03-29 00:00:00,3
Anna Anastasiou,212574,1994-10-31 00:00:00,1996-03-29 00:00:00,8
Anna Andersson,207223,1998-06-23 00:00:00,1999-10-25 00:00:00,2
Anna Anikanova,206558,1999-12-20 00:00:00,2000-10-30 00:00:00,12
Anna Arina Marenko,204297,2007-05-28 00:00:00,2012-03-05 00:00:00,68
Anna Arkadianou,221034,2018-02-26 00:00:00,2019-12-02 00:00:00,27
Anna Baranovski,220379,2017-04-10 00:00:00,2022-11-28 00:00:00,41
Anna Barbara Janovic,260864,2022-10-17 00:00:00,2022-10-31 00:00:00,3
Anna Barinova,204806,1995-09-25 00:00:00,1997-10-22 00:00:00,25
Anna Barlini Pischedda,260684,2022-09-12 00:00:00,2022-09-12 00:00:00,1
Anna Bartenstein,203214,2004-05-24 00:00:00,2007-11-05 00:00:00,76
Anna Bastrikova,202765,2000-09-18 00:00:00,2006-10-23 00:00:00,172
Anna Bek,235444,1991-05-27 00:00:00,1994-05-23 00:00:00,2
Anna Belladonna,203757,1977-05-23 00:00:00,1981-03-29 00:00:00,7
Anna Benita Fuchs,211778,2012-07-23 00:00:00,2012-07-23 00:00:00,1
Anna Bentzer,209146,2005-10-31 00:00:00,2005-10-31 00:00:00,1
Anna Benzon,213087,1987-07-13 00:00:00,1991-07-22 00:00:00,98
Anna Bielen Zarska,202185,1994-05-16 00:00:00,2005-05-23 00:00:00,360
Anna Blagodarova,205277,2005-07-11 00:00:00,2005-07-11 00:00:00,1
Anna Bleszynski,204117,1994-01-10 00:00:00,1998-08-03 00:00:00,17
Anna Blinkova,215020,2015-02-16 00:00:00,2022-12-12 00:00:00,398
Anna Boada Plade Llorens,209005,2005-06-13 00:00:00,2007-11-19 00:00:00,10
Anna Bochoradze,260108,2022-05-23 00:00:00,2022-06-06 00:00:00,3
Anna Bogoslavets,213624,2013-04-22 00:00:00,2016-07-25 00:00:00,49
Anna Bondar,214388,2014-04-21 00:00:00,2022-11-12 00:00:00,468
Anna Borovinskaya,221729,2019-05-06 00:00:00,2022-12-19 00:00:00,103
Anna Bowtell,215865,2016-06-20 00:00:00,2019-07-29 00:00:00,13
Anna Brazhnikova,201695,2006-05-15 00:00:00,2011-07-25 00:00:00,106
Anna Bright,216221,2016-09-12 00:00:00,2019-09-23 00:00:00,4
Anna Brogan,211598,2012-04-30 00:00:00,2022-12-12 00:00:00,194
Anna Brunstrom,233522,1988-07-04 00:00:00,1988-07-04 00:00:00,1
Anna Bryukhova,211188,2011-06-20 00:00:00,2011-06-20 00:00:00,1
Anna Callender,235879,1992-02-03 00:00:00,1992-02-03 00:00:00,1
Anna Campana,260199,2022-06-13 00:00:00,2022-10-03 00:00:00,7
Anna Caroline,260065,2022-05-16 00:00:00,2022-11-28 00:00:00,5
Anna Chachua,207168,1997-09-30 00:00:00,1997-10-07 00:00:00,2
Anna Chakvetadze,201403,2001-10-29 00:00:00,2012-09-10 00:00:00,441
Anna Chekanskaya,222924,2019-11-11 00:00:00,2022-11-21 00:00:00,49
Anna Christine Patrimonio,210159,2008-11-17 00:00:00,2011-01-31 00:00:00,12
Anna Claesson,235417,1991-04-15 00:00:00,1991-06-24 00:00:00,3
Anna Clarice Patrimonio,210046,2008-08-25 00:00:00,2020-02-07 00:00:00,33
Anna Collins,214231,2013-12-09 00:00:00,2013-12-09 00:00:00,1
Anna Cowan,206490,1998-10-12 00:00:00,1998-10-12 00:00:00,1
Anna Danilina,206363,2011-10-10 00:00:00,2022-12-19 00:00:00,265
Anna Davydova,217897,2019-08-26 00:00:00,2020-02-24 00:00:00,17
Anna De Bruyn,208841,2004-11-22 00:00:00,2005-10-31 00:00:00,9
Anna Depenau,210665,2010-06-14 00:00:00,2010-06-14 00:00:00,1
Anna Dmitrieva,200804,1968-01-01 00:00:00,1972-09-25 00:00:00,29
Anna Dolinska,204198,1999-05-03 00:00:00,2001-05-14 00:00:00,8
Anna Dollar,213770,2013-06-10 00:00:00,2014-01-13 00:00:00,5
Anna Dracz,234992,1990-05-21 00:00:00,1993-10-04 00:00:00,11
Anna Dziarkowska,243422,2021-08-09 00:00:00,2022-09-05 00:00:00,5
Anna Egorova,209682,2007-07-16 00:00:00,2009-06-22 00:00:00,2
Anna Eriksson,204910,1999-01-18 00:00:00,2003-06-16 00:00:00,24
Anna Evstatieva,238198,2021-05-03 00:00:00,2021-11-01 00:00:00,4
Anna Fitzpatrick,202400,2005-03-07 00:00:00,2013-11-11 00:00:00,242
Anna Floris,201655,1998-02-03 00:00:00,2014-10-27 00:00:00,704
Anna Foldenyi Dicker,200058,1988-10-24 00:00:00,2007-01-08 00:00:00,418
