player_name,player_id_agg,min_tourn_date,max_tourn_date,total_matches,player_id,flag,Aggregate
Annabel Ellwood,200038,30/11/1992 00:00,14/01/2002 00:00,369,200038,FALSE,
Annabel Schoen,221160,25/06/2018 00:00,25/06/2018 00:00,1,221160,FALSE,
Annabel Youthed,207841,18/06/2001 00:00,07/07/2003 00:00,20,207841,FALSE,
Annabella Weigert,205268,21/06/2004 00:00,14/08/2006 00:00,9,205268,FALSE,
Annabelle Andrinopoulos,211944,10/09/2012 00:00,10/09/2012 00:00,1,211944,FALSE,
Annabelle Hageman,216094,22/06/2015 00:00,04/07/2016 00:00,3,216094,FALSE,
Annabelle Lammas,254745,08/11/2021 00:00,14/11/2022 00:00,9,254745,FALSE,
Annabelle Landa,232502,21/07/1986 00:00,18/04/1988 00:00,5,232502,FALSE,
Annabelle Newdick,232036,09/12/1985 00:00,09/12/1985 00:00,1,232036,FALSE,
Annabelle Xu,222376,15/07/2019 00:00,24/10/2022 00:00,14,222376,FALSE,
Annali Olivelle,239165,24/05/2021 00:00,04/07/2022 00:00,9,239165,FALSE,
Annalia Dellorso,202155,30/03/1987 00:00,15/11/1993 00:00,37,202155,FALSE,
Annalisa Bona,202473,22/09/2003 00:00,14/04/2014 00:00,293,202473,FALSE,
Annalisa Bossi,225496,26/09/1968 00:00,26/09/1968 00:00,1,225496,FALSE,
Annalisa Calandra,221017,19/02/2018 00:00,19/11/2018 00:00,3,221017,FALSE,
Annalisa Molino,220074,01/05/2017 00:00,01/05/2017 00:00,1,220074,FALSE,
Annalisa Pesce,202133,05/05/1980 00:00,28/07/1980 00:00,8,202133,FALSE,
Annarita Cangiano,233498,13/06/1988 00:00,17/09/1990 00:00,6,233498,FALSE,
Annat El Azari,204441,27/10/1997 00:00,03/12/2001 00:00,26,204441,FALSE,
Anne Aallonen,201985,06/10/1985 00:00,10/02/1992 00:00,186,201985,FALSE,
Anne Bannfy,207463,14/08/2000 00:00,28/08/2000 00:00,3,207463,FALSE,
Anne Bayard,230235,10/06/1981 00:00,19/09/1988 00:00,3,230235,FALSE,
Anne Blawatt,209748,03/09/2007 00:00,03/09/2007 00:00,1,209748,FALSE,
Anne Chaboudy,228126,11/03/1968 00:00,11/03/1968 00:00,1,228126,FALSE,
Anne Chauzu,235007,02/07/1990 00:00,06/04/1992 00:00,9,235007,FALSE,
Anne Chevalier,200964,29/03/1978 00:00,17/06/1981 00:00,64,200964,FALSE,
Anne Christine Lutkemeyer Obregon,260042,16/05/2022 00:00,11/07/2022 00:00,9,260042,FALSE,
Anne Christine Voicu,209261,22/05/2006 00:00,04/09/2006 00:00,6,209261,FALSE,
