player_name,player_id_agg,min_tourn_date,max_tourn_date,total_matches,player_id,flag,Aggregate
 Evans,224314,31/01/1978 00:00,31/01/1978 00:00,1,224314,FALSE,
 Fahlbusch,230309,31/08/1981 00:00,31/08/1981 00:00,1,230309,FALSE,
 Falcon,229725,17/11/1980 00:00,17/11/1980 00:00,2,229725,FALSE,
 Fareh,231686,08/10/1984 00:00,08/10/1984 00:00,1,231686,FALSE,
 Feraud Parx,230217,25/05/1981 00:00,10/06/1981 00:00,3,230217,FALSE,
 Finegold,230850,23/08/1982 00:00,21/02/1983 00:00,3,230850,FALSE,
 Finnerman,232974,13/07/1987 00:00,13/07/1987 00:00,1,232974,FALSE,
 Franklin,233035,28/09/1987 00:00,28/09/1987 00:00,1,233035,FALSE,
 Fruth,229608,19/07/1980 00:00,19/07/1980 00:00,1,229608,FALSE,
 Gerlach,226228,29/05/1974 00:00,29/05/1974 00:00,1,226228,FALSE,
 Getten,229510,05/07/1980 00:00,05/07/1980 00:00,1,229510,FALSE,
 Giarrusso,227620,31/03/1970 00:00,31/03/1970 00:00,1,227620,FALSE,
 Gigli,229445,07/05/1980 00:00,07/05/1980 00:00,1,229445,FALSE,
 Gihan,226599,12/03/1973 00:00,12/03/1973 00:00,1,226599,FALSE,
 Gilardelli,228097,08/09/1969 00:00,08/09/1969 00:00,1,228097,FALSE,
 Giraldi,229513,05/07/1980 00:00,05/07/1980 00:00,1,229513,FALSE,
 Gishiyan,226978,25/02/1971 00:00,20/02/1972 00:00,2,226978,FALSE,
 Gnofrey,232586,27/10/1986 00:00,27/10/1986 00:00,1,232586,FALSE,
 Gomez De Croon,228175,22/07/1968 00:00,22/07/1968 00:00,1,228175,FALSE,
 Goodman,229736,08/12/1980 00:00,08/12/1980 00:00,1,229736,FALSE,
 Gotchen,227660,06/07/1970 00:00,06/07/1970 00:00,2,227660,FALSE,
 Greig,230329,16/11/1981 00:00,16/11/1981 00:00,1,230329,FALSE,
 Gromwell,229554,07/07/1980 00:00,07/07/1980 00:00,1,229554,FALSE,
 Guyon,229428,30/04/1980 00:00,30/04/1980 00:00,1,229428,FALSE,
 Haegel,228531,11/12/1978 00:00,11/12/1978 00:00,1,228531,FALSE,
 Hagenauer,231288,12/09/1983 00:00,12/09/1983 00:00,1,231288,FALSE,
 Haley,231646,02/01/1984 00:00,02/01/1984 00:00,1,231646,FALSE,
 Hardwick,226277,18/11/1974 00:00,18/11/1974 00:00,1,226277,FALSE,
 Havey,229442,05/05/1980 00:00,05/05/1980 00:00,1,229442,FALSE,
 Hayasaki,230326,19/10/1981 00:00,19/10/1981 00:00,1,230326,FALSE,
 Heffels,229697,10/11/1980 00:00,10/11/1980 00:00,1,229697,FALSE,
